"FECHA","TMAX","TMIN","NOMBRE"
"12102","  21.0","   6.2"," CORDOBA OBSERVATORIO"
"11102","  25.6","  14.5"," CORDOBA OBSERVATORIO"
"10102","  38.5","  19.7"," CORDOBA OBSERVATORIO"
"9102","  32.6","  15.9"," CORDOBA OBSERVATORIO"
"8102","  31.2","  11.6"," CORDOBA OBSERVATORIO"
"7102","  28.2","  11.8"," CORDOBA OBSERVATORIO"
"6102","  29.6","  11.8"," CORDOBA OBSERVATORIO"
"5102","  27.7","   9.5"," CORDOBA OBSERVATORIO"
"4102","  23.4","   7.0"," CORDOBA OBSERVATORIO"
"3102","  24.4","  12.7"," CORDOBA OBSERVATORIO"
"2102","  30.1","  15.2"," CORDOBA OBSERVATORIO"
"1102","  29.0","  12.6"," CORDOBA OBSERVATORIO"
"30092","  24.8","  10.7"," CORDOBA OBSERVATORIO"
"29092","  20.8","  14.8"," CORDOBA OBSERVATORIO"
"28092","  26.2","  12.8"," CORDOBA OBSERVATORIO"
"27092","  26.0","   5.9"," CORDOBA OBSERVATORIO"
"26092","  20.8","  12.5"," CORDOBA OBSERVATORIO"
"25092","  23.5","  15.1"," CORDOBA OBSERVATORIO"
"24092","  24.2","  14.4"," CORDOBA OBSERVATORIO"
"23092","  21.6","  15.5"," CORDOBA OBSERVATORIO"
"22092","  26.5","  16.4"," CORDOBA OBSERVATORIO"
"21092","  31.8","  13.0"," CORDOBA OBSERVATORIO"
"20092","  23.8","  13.0"," CORDOBA OBSERVATORIO"
"19092","  23.0","   8.0"," CORDOBA OBSERVATORIO"
"18092","  21.4","   9.2"," CORDOBA OBSERVATORIO"
"17092","  26.4","  13.5"," CORDOBA OBSERVATORIO"
"16092","  30.6","  15.0"," CORDOBA OBSERVATORIO"
"15092","  35.0","  11.7"," CORDOBA OBSERVATORIO"
"14092","  28.5","   9.6"," CORDOBA OBSERVATORIO"
"13092","  22.0","   8.5"," CORDOBA OBSERVATORIO"
"12092","  20.0","   8.4"," CORDOBA OBSERVATORIO"
"11092","  33.6","  17.8"," CORDOBA OBSERVATORIO"
"10092","  35.0","  11.5"," CORDOBA OBSERVATORIO"
"9092","  24.2","   7.0"," CORDOBA OBSERVATORIO"
"8092","  18.8","   6.6"," CORDOBA OBSERVATORIO"
"7092","  20.4","  11.0"," CORDOBA OBSERVATORIO"
"6092","  16.2","   9.6"," CORDOBA OBSERVATORIO"
"5092","  17.4","   6.2"," CORDOBA OBSERVATORIO"
"4092","  17.4","   9.5"," CORDOBA OBSERVATORIO"
"3092","  13.6","   8.4"," CORDOBA OBSERVATORIO"
"2092","  23.6","   8.5"," CORDOBA OBSERVATORIO"
"1092","  28.6","  11.4"," CORDOBA OBSERVATORIO"
"31082","  22.0","   8.5"," CORDOBA OBSERVATORIO"
"30082","  32.7","  12.9"," CORDOBA OBSERVATORIO"
"29082","  26.4","   6.0"," CORDOBA OBSERVATORIO"
"28082","  21.7","  10.0"," CORDOBA OBSERVATORIO"
"27082","  19.8","   8.5"," CORDOBA OBSERVATORIO"
"26082","  15.5","   9.7"," CORDOBA OBSERVATORIO"
"25082","  19.3","   6.6"," CORDOBA OBSERVATORIO"
"24082","  20.7","  11.2"," CORDOBA OBSERVATORIO"
"23082","  19.0","   7.8"," CORDOBA OBSERVATORIO"
"22082","  23.6","  11.0"," CORDOBA OBSERVATORIO"
"21082","  34.2","  10.5"," CORDOBA OBSERVATORIO"
"20082","  20.6","   6.0"," CORDOBA OBSERVATORIO"
"19082","  24.5","   7.0"," CORDOBA OBSERVATORIO"
"18082","  19.2","   9.5"," CORDOBA OBSERVATORIO"
"17082","  21.5","  10.8"," CORDOBA OBSERVATORIO"
"16082","  28.0","  14.6"," CORDOBA OBSERVATORIO"
"15082","  33.5","  13.5"," CORDOBA OBSERVATORIO"
"14082","  32.6","   7.9"," CORDOBA OBSERVATORIO"
"13082","  27.2","   7.5"," CORDOBA OBSERVATORIO"
"12082","  16.0","   7.5"," CORDOBA OBSERVATORIO"
"11082","  17.6","   7.5"," CORDOBA OBSERVATORIO"
"10082","  26.0","  11.4"," CORDOBA OBSERVATORIO"
"9082","  19.7","   5.1"," CORDOBA OBSERVATORIO"
"8082","  17.0","   6.5"," CORDOBA OBSERVATORIO"
"7082","  18.7","   8.0"," CORDOBA OBSERVATORIO"
"6082","  26.0","   9.1"," CORDOBA OBSERVATORIO"
"5082","  23.0","  12.9"," CORDOBA OBSERVATORIO"
"4082","  23.3","   8.0"," CORDOBA OBSERVATORIO"
"3082","  21.5","  14.2"," CORDOBA OBSERVATORIO"
"2082","  30.0","  14.6"," CORDOBA OBSERVATORIO"
"1082","  34.5","  15.2"," CORDOBA OBSERVATORIO"
"31072","  28.2","   9.0"," CORDOBA OBSERVATORIO"
"30072","  27.6","  10.8"," CORDOBA OBSERVATORIO"
"29072","  29.5","   8.0"," CORDOBA OBSERVATORIO"
"28072","  22.0","   4.5"," CORDOBA OBSERVATORIO"
"27072","  20.8","   7.0"," CORDOBA OBSERVATORIO"
"26072","  19.4","   5.0"," CORDOBA OBSERVATORIO"
"25072","  15.6","   5.5"," CORDOBA OBSERVATORIO"
"24072","  15.5","   9.2"," CORDOBA OBSERVATORIO"
"23072","  15.5","   9.2"," CORDOBA OBSERVATORIO"
"22072","  22.2","  12.8"," CORDOBA OBSERVATORIO"
"21072","  29.2","   9.0"," CORDOBA OBSERVATORIO"
"20072","  22.0","   5.5"," CORDOBA OBSERVATORIO"
"19072","  15.8","   6.2"," CORDOBA OBSERVATORIO"
"18072","  15.4","   7.0"," CORDOBA OBSERVATORIO"
"17072","   9.5","   5.0"," CORDOBA OBSERVATORIO"
"16072","  12.4","   3.8"," CORDOBA OBSERVATORIO"
"15072","  15.8","   2.7"," CORDOBA OBSERVATORIO"
"14072","  15.2","   2.4"," CORDOBA OBSERVATORIO"
"13072","   9.0","   3.0"," CORDOBA OBSERVATORIO"
"12072","  10.6","   7.1"," CORDOBA OBSERVATORIO"
"11072","  13.5","   8.9"," CORDOBA OBSERVATORIO"
"10072","  15.8","  13.5"," CORDOBA OBSERVATORIO"
"9072","  16.8","  13.5"," CORDOBA OBSERVATORIO"
"8072","  20.8","  11.6"," CORDOBA OBSERVATORIO"
"7072","  14.5","  10.6"," CORDOBA OBSERVATORIO"
"6072","  16.0","  12.6"," CORDOBA OBSERVATORIO"
"5072","  20.5","  14.9"," CORDOBA OBSERVATORIO"
"4072","  30.1","  17.5"," CORDOBA OBSERVATORIO"
"3072","  25.5","  13.1"," CORDOBA OBSERVATORIO"
"2072","  27.6","  15.3"," CORDOBA OBSERVATORIO"
"1072","  23.1","   5.5"," CORDOBA OBSERVATORIO"
"30062","  19.6","   9.6"," CORDOBA OBSERVATORIO"
"29062","  16.9","   6.0"," CORDOBA OBSERVATORIO"
"28062","  19.2","   7.8"," CORDOBA OBSERVATORIO"
"27062","  21.4","   8.7"," CORDOBA OBSERVATORIO"
"26062","  23.6","   7.8"," CORDOBA OBSERVATORIO"
"25062","  21.4","   6.3"," CORDOBA OBSERVATORIO"
"24062","  20.8","   7.5"," CORDOBA OBSERVATORIO"
"23062","  21.7","   6.2"," CORDOBA OBSERVATORIO"
"22062","  18.7","   6.5"," CORDOBA OBSERVATORIO"
"21062","  13.5","   8.8"," CORDOBA OBSERVATORIO"
"20062","  13.0","   9.2"," CORDOBA OBSERVATORIO"
"19062","  14.3","  10.3"," CORDOBA OBSERVATORIO"
"18062","  18.0","   1.6"," CORDOBA OBSERVATORIO"
"17062","  14.3","   3.0"," CORDOBA OBSERVATORIO"
"16062","  18.5","   1.9"," CORDOBA OBSERVATORIO"
"15062","  17.4","   1.4"," CORDOBA OBSERVATORIO"
"14062","  17.6","  -1.0"," CORDOBA OBSERVATORIO"
"13062","  15.0","  -0.6"," CORDOBA OBSERVATORIO"
"12062","  14.8","   0.5"," CORDOBA OBSERVATORIO"
"11062","  15.5","   7.0"," CORDOBA OBSERVATORIO"
"10062","  14.9","  10.0"," CORDOBA OBSERVATORIO"
"9062","  23.2","  14.0"," CORDOBA OBSERVATORIO"
"8062","  29.6","  16.0"," CORDOBA OBSERVATORIO"
"7062","  21.5","  14.4"," CORDOBA OBSERVATORIO"
"6062","  26.2","  14.0"," CORDOBA OBSERVATORIO"
"5062","  21.6","  12.7"," CORDOBA OBSERVATORIO"
"4062","  19.2","  13.9"," CORDOBA OBSERVATORIO"
"3062","  24.3","  14.6"," CORDOBA OBSERVATORIO"
"2062","  27.4","  15.2"," CORDOBA OBSERVATORIO"
"1062","  24.8","   8.5"," CORDOBA OBSERVATORIO"
"31052","  23.8","   8.0"," CORDOBA OBSERVATORIO"
"30052","  21.0","   7.0"," CORDOBA OBSERVATORIO"
"29052","  15.1","   9.5"," CORDOBA OBSERVATORIO"
"28052","  16.6","   7.8"," CORDOBA OBSERVATORIO"
"27052","  17.8","  10.2"," CORDOBA OBSERVATORIO"
"26052","  20.7","  17.2"," CORDOBA OBSERVATORIO"
"25052","  23.0","  18.0"," CORDOBA OBSERVATORIO"
"24052","  26.5","  14.9"," CORDOBA OBSERVATORIO"
"23052","  26.5","  16.5"," CORDOBA OBSERVATORIO"
"22052","  23.5","  12.0"," CORDOBA OBSERVATORIO"
"21052","  21.2","  11.7"," CORDOBA OBSERVATORIO"
"20052","  19.2","  12.8"," CORDOBA OBSERVATORIO"
"19052","  23.5","  15.0"," CORDOBA OBSERVATORIO"
"18052","  22.4","  10.4"," CORDOBA OBSERVATORIO"
"17052","  28.1","  17.2"," CORDOBA OBSERVATORIO"
"16052","  29.6","  16.8"," CORDOBA OBSERVATORIO"
"15052","  30.6","  11.5"," CORDOBA OBSERVATORIO"
"14052","  30.0","  11.6"," CORDOBA OBSERVATORIO"
"13052","  28.5","  11.4"," CORDOBA OBSERVATORIO"
"12052","  27.6","  12.7"," CORDOBA OBSERVATORIO"
"11052","  24.6","  13.2"," CORDOBA OBSERVATORIO"
"10052","  23.4","  11.5"," CORDOBA OBSERVATORIO"
"9052","  27.5","  10.5"," CORDOBA OBSERVATORIO"
"8052","  24.8","   9.5"," CORDOBA OBSERVATORIO"
"7052","  26.4","   8.8"," CORDOBA OBSERVATORIO"
"6052","  21.7","   9.8"," CORDOBA OBSERVATORIO"
"5052","  16.5","  12.8"," CORDOBA OBSERVATORIO"
"4052","  18.4","  11.8"," CORDOBA OBSERVATORIO"
"3052","  19.2","  12.4"," CORDOBA OBSERVATORIO"
"2052","  20.5","  12.5"," CORDOBA OBSERVATORIO"
"1052","  20.0","  14.5"," CORDOBA OBSERVATORIO"
"30042","  26.3","  15.0"," CORDOBA OBSERVATORIO"
"29042","  32.0","  16.5"," CORDOBA OBSERVATORIO"
"28042","  30.6","  14.0"," CORDOBA OBSERVATORIO"
"27042","  30.0","  12.8"," CORDOBA OBSERVATORIO"
"26042","  28.6","  11.4"," CORDOBA OBSERVATORIO"
"25042","  25.9","  11.4"," CORDOBA OBSERVATORIO"
"24042","  20.7","  13.8"," CORDOBA OBSERVATORIO"
"23042","  22.5","  15.0"," CORDOBA OBSERVATORIO"
"22042","  24.5","  14.0"," CORDOBA OBSERVATORIO"
"21042","  23.2","  13.2"," CORDOBA OBSERVATORIO"
"20042","  26.5","  11.0"," CORDOBA OBSERVATORIO"
"19042","  26.5","   9.7"," CORDOBA OBSERVATORIO"
"18042","  24.8","   8.5"," CORDOBA OBSERVATORIO"
"17042","  22.7","  12.5"," CORDOBA OBSERVATORIO"
"16042","  22.0","  13.0"," CORDOBA OBSERVATORIO"
"15042","  19.6","  13.1"," CORDOBA OBSERVATORIO"
"14042","  17.8","  12.0"," CORDOBA OBSERVATORIO"
"13042","  16.0","  12.0"," CORDOBA OBSERVATORIO"
"12042","  25.5","  16.0"," CORDOBA OBSERVATORIO"
"11042","  31.3","  19.1"," CORDOBA OBSERVATORIO"
"10042","  30.6","  18.0"," CORDOBA OBSERVATORIO"
"9042","  30.4","  19.0"," CORDOBA OBSERVATORIO"
"8042","  29.8","  19.5"," CORDOBA OBSERVATORIO"
"7042","  29.4","  18.2"," CORDOBA OBSERVATORIO"
"6042","  28.3","  17.8"," CORDOBA OBSERVATORIO"
"5042","  25.4","  16.7"," CORDOBA OBSERVATORIO"
"4042","  24.7","  18.2"," CORDOBA OBSERVATORIO"
"3042","  26.6","  16.9"," CORDOBA OBSERVATORIO"
"2042","  20.6","  18.0"," CORDOBA OBSERVATORIO"
"1042","  24.7","  13.8"," CORDOBA OBSERVATORIO"
"31032","  22.1","  17.2"," CORDOBA OBSERVATORIO"
"30032","  28.3","  12.9"," CORDOBA OBSERVATORIO"
"29032","  27.1","  20.5"," CORDOBA OBSERVATORIO"
"28032","  32.1","  20.1"," CORDOBA OBSERVATORIO"
"27032","  27.5","  18.4"," CORDOBA OBSERVATORIO"
"26032","  24.6","  16.9"," CORDOBA OBSERVATORIO"
"25032","  29.5","  18.4"," CORDOBA OBSERVATORIO"
"24032","  23.0","  20.4"," CORDOBA OBSERVATORIO"
"23032","  22.6","  19.0"," CORDOBA OBSERVATORIO"
"22032","  23.8","  18.3"," CORDOBA OBSERVATORIO"
"21032","  23.9","  19.7"," CORDOBA OBSERVATORIO"
"20032","  27.5","  20.2"," CORDOBA OBSERVATORIO"
"19032","  34.5","  22.8"," CORDOBA OBSERVATORIO"
"18032","  35.0","  21.2"," CORDOBA OBSERVATORIO"
"17032","  35.5","  21.4"," CORDOBA OBSERVATORIO"
"16032","  34.3","  22.0"," CORDOBA OBSERVATORIO"
"15032","  34.2","  20.5"," CORDOBA OBSERVATORIO"
"14032","  31.1","  20.8"," CORDOBA OBSERVATORIO"
"13032","  37.5","  25.6"," CORDOBA OBSERVATORIO"
"12032","  37.5","  26.5"," CORDOBA OBSERVATORIO"
"11032","  37.5","  25.0"," CORDOBA OBSERVATORIO"
"10032","  37.4","  21.2"," CORDOBA OBSERVATORIO"
"9032","  36.2","  21.2"," CORDOBA OBSERVATORIO"
"8032","  36.2","  18.5"," CORDOBA OBSERVATORIO"
"7032","  32.1","  18.0"," CORDOBA OBSERVATORIO"
"6032","  35.5","  18.6"," CORDOBA OBSERVATORIO"
"5032","  37.2","  21.9"," CORDOBA OBSERVATORIO"
"4032","  37.5","  20.2"," CORDOBA OBSERVATORIO"
"3032","  35.2","  20.6"," CORDOBA OBSERVATORIO"
"2032","  37.8","  19.2"," CORDOBA OBSERVATORIO"
"1032","  33.0","  23.0"," CORDOBA OBSERVATORIO"
"28022","  36.1","  21.5"," CORDOBA OBSERVATORIO"
"27022","  35.9","  16.6"," CORDOBA OBSERVATORIO"
"26022","  31.4","  17.9"," CORDOBA OBSERVATORIO"
"25022","  34.1","  16.9"," CORDOBA OBSERVATORIO"
"24022","  31.4","  17.7"," CORDOBA OBSERVATORIO"
"23022","  31.0","  15.7"," CORDOBA OBSERVATORIO"
"22022","  28.5","  19.0"," CORDOBA OBSERVATORIO"
"21022","  33.5","  16.5"," CORDOBA OBSERVATORIO"
"20022","  31.0","  15.5"," CORDOBA OBSERVATORIO"
"19022","  28.5","  11.6"," CORDOBA OBSERVATORIO"
"18022","  23.5","   5.1"," CORDOBA OBSERVATORIO"
"17022","  18.6","  11.4"," CORDOBA OBSERVATORIO"
"16022","  31.0","  18.0"," CORDOBA OBSERVATORIO"
"15022","  36.0","  21.5"," CORDOBA OBSERVATORIO"
"14022","  33.2","  22.5"," CORDOBA OBSERVATORIO"
"13022","  33.6","  21.0"," CORDOBA OBSERVATORIO"
"12022","  39.1","  26.9"," CORDOBA OBSERVATORIO"
"11022","  35.8","  20.5"," CORDOBA OBSERVATORIO"
"10022","  35.2","  20.2"," CORDOBA OBSERVATORIO"
"9022","  34.5","  22.4"," CORDOBA OBSERVATORIO"
"8022","  32.7","  21.7"," CORDOBA OBSERVATORIO"
"7022","  36.7","  21.0"," CORDOBA OBSERVATORIO"
"6022","  35.3","  18.6"," CORDOBA OBSERVATORIO"
"5022","  32.6","  17.8"," CORDOBA OBSERVATORIO"
"4022","  29.0","  17.9"," CORDOBA OBSERVATORIO"
"3022","  29.0","  19.0"," CORDOBA OBSERVATORIO"
"2022","  28.2","  17.5"," CORDOBA OBSERVATORIO"
"1022","  30.2","  20.9"," CORDOBA OBSERVATORIO"
"31012","  33.7","  21.6"," CORDOBA OBSERVATORIO"
"30012","  32.5","  20.6"," CORDOBA OBSERVATORIO"
"29012","  26.7","  20.2"," CORDOBA OBSERVATORIO"
"28012","  29.5","  18.4"," CORDOBA OBSERVATORIO"
"27012","  29.2","  19.9"," CORDOBA OBSERVATORIO"
"26012","  32.8","  20.5"," CORDOBA OBSERVATORIO"
"25012","  31.3","  19.5"," CORDOBA OBSERVATORIO"
"24012","  30.6","  23.0"," CORDOBA OBSERVATORIO"
"23012","  33.0","  18.8"," CORDOBA OBSERVATORIO"
"22012","  32.9","  21.5"," CORDOBA OBSERVATORIO"
"21012","  32.5","  17.5"," CORDOBA OBSERVATORIO"
"20012","  39.2","  27.5"," CORDOBA OBSERVATORIO"
"19012","  35.4","  22.9"," CORDOBA OBSERVATORIO"
"18012","  32.6","  19.2"," CORDOBA OBSERVATORIO"
"17012","  36.2","  21.3"," CORDOBA OBSERVATORIO"
"16012","  35.6","  20.8"," CORDOBA OBSERVATORIO"
"15012","  34.1","  18.5"," CORDOBA OBSERVATORIO"
"14012","  34.5","  15.8"," CORDOBA OBSERVATORIO"
"13012","  30.6","  13.7"," CORDOBA OBSERVATORIO"
"12012","  25.8","  16.5"," CORDOBA OBSERVATORIO"
"11012","  33.2","  19.0"," CORDOBA OBSERVATORIO"
"10012","  39.5","  22.8"," CORDOBA OBSERVATORIO"
"9012","  38.2","  23.0"," CORDOBA OBSERVATORIO"
"8012","  37.8","  24.4"," CORDOBA OBSERVATORIO"
"7012","  38.2","  21.0"," CORDOBA OBSERVATORIO"
"6012","  36.7","  19.8"," CORDOBA OBSERVATORIO"
"5012","  35.5","  18.0"," CORDOBA OBSERVATORIO"
"4012","  33.5","  17.5"," CORDOBA OBSERVATORIO"
"3012","  31.5","  18.0"," CORDOBA OBSERVATORIO"
"2012","  32.1","  15.0"," CORDOBA OBSERVATORIO"
"1012","  30.1","  19.0"," CORDOBA OBSERVATORIO"
"31122","  32.2","  23.4"," CORDOBA OBSERVATORIO"
"30122","  37.8","  18.5"," CORDOBA OBSERVATORIO"
"29122","  33.5","  15.4"," CORDOBA OBSERVATORIO"
"28122","  31.0","  18.4"," CORDOBA OBSERVATORIO"
"27122","  31.8","  17.0"," CORDOBA OBSERVATORIO"
"26122","  30.5","  13.4"," CORDOBA OBSERVATORIO"
"25122","  25.3","  16.0"," CORDOBA OBSERVATORIO"
"24122","  26.0","  17.7"," CORDOBA OBSERVATORIO"
"23122","  29.5","  17.8"," CORDOBA OBSERVATORIO"
"22122","  33.2","  19.7"," CORDOBA OBSERVATORIO"
"21122","  36.2","  24.4"," CORDOBA OBSERVATORIO"
"20122","  36.7","  21.5"," CORDOBA OBSERVATORIO"
"19122","  34.0","  18.0"," CORDOBA OBSERVATORIO"
"18122","  31.2","  15.8"," CORDOBA OBSERVATORIO"
"17122","  29.4","  18.5"," CORDOBA OBSERVATORIO"
"16122","  31.4","  20.0"," CORDOBA OBSERVATORIO"
"15122","  34.2","  20.0"," CORDOBA OBSERVATORIO"
"14122","  39.6","  21.5"," CORDOBA OBSERVATORIO"
"13122","  34.2","  17.4"," CORDOBA OBSERVATORIO"
"12122","  35.0","  22.8"," CORDOBA OBSERVATORIO"
"11122","  39.5","  21.5"," CORDOBA OBSERVATORIO"
"10122","  33.0","  22.0"," CORDOBA OBSERVATORIO"
"9122","  40.5","  24.0"," CORDOBA OBSERVATORIO"
"8122","  37.0","  23.1"," CORDOBA OBSERVATORIO"
"7122","  41.2","  23.8"," CORDOBA OBSERVATORIO"
"6122","  41.0","  25.0"," CORDOBA OBSERVATORIO"
"5122","  39.0","  23.0"," CORDOBA OBSERVATORIO"
"4122","  38.0","  19.5"," CORDOBA OBSERVATORIO"
"3122","  37.0","  16.9"," CORDOBA OBSERVATORIO"
"2122","  33.5","  16.4"," CORDOBA OBSERVATORIO"
"1122","  31.0","  17.3"," CORDOBA OBSERVATORIO"
"30112","  26.7","  18.2"," CORDOBA OBSERVATORIO"
"29112","  34.8","  25.5"," CORDOBA OBSERVATORIO"
"28112","  38.3","  22.8"," CORDOBA OBSERVATORIO"
"27112","  38.6","  24.8"," CORDOBA OBSERVATORIO"
"26112","  38.8","  23.2"," CORDOBA OBSERVATORIO"
"25112","  38.5","  19.8"," CORDOBA OBSERVATORIO"
"24112","  40.5","  20.0"," CORDOBA OBSERVATORIO"
"23112","  36.6","  15.6"," CORDOBA OBSERVATORIO"
"22112","  29.0","  11.2"," CORDOBA OBSERVATORIO"
"21112","  24.8","  13.6"," CORDOBA OBSERVATORIO"
"20112","  28.0","  15.4"," CORDOBA OBSERVATORIO"
"19112","  34.2","  19.1"," CORDOBA OBSERVATORIO"
"18112","  37.0","  22.5"," CORDOBA OBSERVATORIO"
"17112","  37.0","  21.5"," CORDOBA OBSERVATORIO"
"16112","  37.2","  21.0"," CORDOBA OBSERVATORIO"
"15112","  35.5","  15.4"," CORDOBA OBSERVATORIO"
"14112","  29.7","  11.4"," CORDOBA OBSERVATORIO"
"13112","  25.4","  15.0"," CORDOBA OBSERVATORIO"
"12112","  26.0","  16.4"," CORDOBA OBSERVATORIO"
"11112","  30.8","  17.5"," CORDOBA OBSERVATORIO"
"10112","  32.0","  18.6"," CORDOBA OBSERVATORIO"
"9112","  31.2","  18.5"," CORDOBA OBSERVATORIO"
"8112","  31.4","  17.7"," CORDOBA OBSERVATORIO"
"7112","  30.2","  15.0"," CORDOBA OBSERVATORIO"
"6112","  30.2","  16.6"," CORDOBA OBSERVATORIO"
"5112","  30.4","  16.8"," CORDOBA OBSERVATORIO"
"4112","  29.2","  13.5"," CORDOBA OBSERVATORIO"
"3112","  28.0","  14.8"," CORDOBA OBSERVATORIO"
"2112","  28.5","  12.0"," CORDOBA OBSERVATORIO"
"1112","  24.8","   5.6"," CORDOBA OBSERVATORIO"
"31102","  19.6","   8.6"," CORDOBA OBSERVATORIO"
"30102","  28.2","  14.1"," CORDOBA OBSERVATORIO"
"1062","      ","      "," CORONEL PRINGLES AERO"
"31052","  18.2","   6.5"," CORONEL PRINGLES AERO"
"30052","  12.6","   7.0"," CORONEL PRINGLES AERO"
"29052","  11.9","   0.6"," CORONEL PRINGLES AERO"
"28052","   9.8","  -5.5"," CORONEL PRINGLES AERO"
"27052","  10.7","   0.5"," CORONEL PRINGLES AERO"
"26052","  15.7","   6.5"," CORONEL PRINGLES AERO"
"25052","  16.7","   7.5"," CORONEL PRINGLES AERO"
"24052","  17.7","  11.7"," CORONEL PRINGLES AERO"
"23052","  17.9","   4.3"," CORONEL PRINGLES AERO"
"22052","  16.4","   9.7"," CORONEL PRINGLES AERO"
"21052","  13.6","   3.1"," CORONEL PRINGLES AERO"
"20052","  12.6","   0.1"," CORONEL PRINGLES AERO"
"19052","  17.9","   6.5"," CORONEL PRINGLES AERO"
"18052","  19.5","   9.0"," CORONEL PRINGLES AERO"
"17052","  20.0","  12.0"," CORONEL PRINGLES AERO"
"16052","  25.2","   9.5"," CORONEL PRINGLES AERO"
"15052","  24.9","   3.4"," CORONEL PRINGLES AERO"
"14052","  24.2","   6.2"," CORONEL PRINGLES AERO"
"13052","  22.0","   4.5"," CORONEL PRINGLES AERO"
"12052","  19.4","   7.5"," CORONEL PRINGLES AERO"
"11052","  15.6","   5.6"," CORONEL PRINGLES AERO"
"10052","  15.1","   7.0"," CORONEL PRINGLES AERO"
"9052","  17.8","   3.5"," CORONEL PRINGLES AERO"
"8052","  14.2","   7.8"," CORONEL PRINGLES AERO"
"7052","  18.2","   7.0"," CORONEL PRINGLES AERO"
"6052","  17.2","   3.0"," CORONEL PRINGLES AERO"
"5052","  22.2","   1.8"," CORONEL PRINGLES AERO"
"4052","  20.0","   5.0"," CORONEL PRINGLES AERO"
"3052","  19.1","   0.4"," CORONEL PRINGLES AERO"
"2052","  18.7","   1.0"," CORONEL PRINGLES AERO"
"1052","  14.1","   1.8"," CORONEL PRINGLES AERO"
"30042","  17.0","   8.5"," CORONEL PRINGLES AERO"
"29042","  24.4","  13.5"," CORONEL PRINGLES AERO"
"28042","  27.2","  10.5"," CORONEL PRINGLES AERO"
"27042","  21.4","   4.5"," CORONEL PRINGLES AERO"
"26042","  24.9","  11.0"," CORONEL PRINGLES AERO"
"25042","  24.7","   6.3"," CORONEL PRINGLES AERO"
"24042","  21.6","   5.5"," CORONEL PRINGLES AERO"
"23042","  18.3","   2.1"," CORONEL PRINGLES AERO"
"22042","  17.0","   8.1"," CORONEL PRINGLES AERO"
"21042","  17.0","  10.0"," CORONEL PRINGLES AERO"
"20042","  24.2","   7.2"," CORONEL PRINGLES AERO"
"19042","  17.0","   9.8"," CORONEL PRINGLES AERO"
"18042","  15.4","   5.7"," CORONEL PRINGLES AERO"
"17042","  17.2","   8.1"," CORONEL PRINGLES AERO"
"16042","  17.7","   3.5"," CORONEL PRINGLES AERO"
"15042","  17.7","   6.0"," CORONEL PRINGLES AERO"
"14042","  16.7","  -0.5"," CORONEL PRINGLES AERO"
"13042","  13.4","   3.8"," CORONEL PRINGLES AERO"
"12042","  15.8","   8.6"," CORONEL PRINGLES AERO"
"11042","  20.2","  11.3"," CORONEL PRINGLES AERO"
"10042","  21.7","  12.5"," CORONEL PRINGLES AERO"
"9042","  28.7","  13.5"," CORONEL PRINGLES AERO"
"8042","  26.7","  13.5"," CORONEL PRINGLES AERO"
"7042","  25.4","  12.0"," CORONEL PRINGLES AERO"
"6042","  24.2","  13.0"," CORONEL PRINGLES AERO"
"5042","  23.2","   7.7"," CORONEL PRINGLES AERO"
"4042","  21.7","  11.6"," CORONEL PRINGLES AERO"
"3042","  23.2","  12.5"," CORONEL PRINGLES AERO"
"2042","  25.0","  11.6"," CORONEL PRINGLES AERO"
"1042","  20.2","   2.2"," CORONEL PRINGLES AERO"
"31032","  16.2","   7.0"," CORONEL PRINGLES AERO"
"30032","  19.1","   2.1"," CORONEL PRINGLES AERO"
"29032","  21.2","   7.8"," CORONEL PRINGLES AERO"
"28032","  27.6","  15.4"," CORONEL PRINGLES AERO"
"27032","  25.2","   8.5"," CORONEL PRINGLES AERO"
"26032","  20.1","   5.6"," CORONEL PRINGLES AERO"
"25032","  22.6","  13.3"," CORONEL PRINGLES AERO"
"24032","  22.2","  13.8"," CORONEL PRINGLES AERO"
"23032","  25.5","  14.5"," CORONEL PRINGLES AERO"
"22032","  23.7","  12.0"," CORONEL PRINGLES AERO"
"21032","  25.3","  12.0"," CORONEL PRINGLES AERO"
"20032","  24.4","   9.9"," CORONEL PRINGLES AERO"
"19032","  21.2","  14.5"," CORONEL PRINGLES AERO"
"18032","  17.4","  14.5"," CORONEL PRINGLES AERO"
"17032","  24.2","  17.2"," CORONEL PRINGLES AERO"
"16032","  30.2","  11.4"," CORONEL PRINGLES AERO"
"15032","  30.7","  20.2"," CORONEL PRINGLES AERO"
"14032","  26.8","  19.0"," CORONEL PRINGLES AERO"
"13032","  25.8","  16.2"," CORONEL PRINGLES AERO"
"12032","  35.2","  22.0"," CORONEL PRINGLES AERO"
"11032","  33.2","  18.0"," CORONEL PRINGLES AERO"
"10032","  26.7","  16.5"," CORONEL PRINGLES AERO"
"9032","  27.7","  15.0"," CORONEL PRINGLES AERO"
"8032","  27.3","  14.3"," CORONEL PRINGLES AERO"
"7032","  28.9","  17.5"," CORONEL PRINGLES AERO"
"6032","  37.2","  21.3"," CORONEL PRINGLES AERO"
"5032","  34.0","  12.5"," CORONEL PRINGLES AERO"
"4032","  27.6","  14.2"," CORONEL PRINGLES AERO"
"3032","  38.2","  13.0"," CORONEL PRINGLES AERO"
