"FECHA","TMAX","TMIN","NOMBRE"
"29102","  23.0","  17.9"," AEROPARQUE AERO"
"28102","  26.0","  18.7"," AEROPARQUE AERO"
"27102","  25.2","  18.0"," AEROPARQUE AERO"
"26102","  23.0","  13.0"," AEROPARQUE AERO"
"25102","  18.7","  10.5"," AEROPARQUE AERO"
"24102","  19.6","  13.5"," AEROPARQUE AERO"
"23102","  20.0","  16.3"," AEROPARQUE AERO"
"22102","  24.0","  18.5"," AEROPARQUE AERO"
"21102","  23.0","  17.0"," AEROPARQUE AERO"
"20102","  22.5","  15.6"," AEROPARQUE AERO"
"19102","  19.5","  14.6"," AEROPARQUE AERO"
"18102","  17.7","  11.5"," AEROPARQUE AERO"
"17102","  21.5","   9.5"," AEROPARQUE AERO"
"16102","  23.5","  17.2"," AEROPARQUE AERO"
"15102","  21.5","  14.6"," AEROPARQUE AERO"
"14102","  20.1","  14.5"," AEROPARQUE AERO"
"13102","  17.3","   9.5"," AEROPARQUE AERO"
"12102","  15.0","   7.5"," AEROPARQUE AERO"
"11102","  22.0","  10.6"," AEROPARQUE AERO"
"10102","  27.0","  18.0"," AEROPARQUE AERO"
"9102","  27.2","  15.0"," AEROPARQUE AERO"
"8102","  25.4","  14.0"," AEROPARQUE AERO"
"7102","  20.7","  13.4"," AEROPARQUE AERO"
"6102","  27.0","  14.2"," AEROPARQUE AERO"
"5102","  25.0","  12.6"," AEROPARQUE AERO"
"4102","  20.3","  13.3"," AEROPARQUE AERO"
"3102","  19.0","  14.5"," AEROPARQUE AERO"
"2102","  18.0","  11.2"," AEROPARQUE AERO"
"1102","  18.3","   9.0"," AEROPARQUE AERO"
"30092","  17.0","   8.0"," AEROPARQUE AERO"
"29092","  21.0","  12.8"," AEROPARQUE AERO"
"28092","  19.5","  13.0"," AEROPARQUE AERO"
"27092","  18.7","   9.5"," AEROPARQUE AERO"
"26092","  15.5","  13.0"," AEROPARQUE AERO"
"25092","  16.0","  11.4"," AEROPARQUE AERO"
"24092","  17.2","  12.9"," AEROPARQUE AERO"
"23092","  16.3","  11.0"," AEROPARQUE AERO"
"22092","  18.8","  11.7"," AEROPARQUE AERO"
"21092","  20.5","  15.5"," AEROPARQUE AERO"
"20092","  16.8","  14.0"," AEROPARQUE AERO"
"19092","  16.1","  10.8"," AEROPARQUE AERO"
"18092","  17.7","  10.3"," AEROPARQUE AERO"
"17092","  20.6","  13.8"," AEROPARQUE AERO"
"16092","  26.7","  15.7"," AEROPARQUE AERO"
"15092","  24.3","  13.2"," AEROPARQUE AERO"
"14092","  18.6","   8.1"," AEROPARQUE AERO"
"13092","  17.2","  11.3"," AEROPARQUE AERO"
"12092","  18.9","  10.4"," AEROPARQUE AERO"
"11092","  23.1","  14.6"," AEROPARQUE AERO"
"10092","  19.0","  13.8"," AEROPARQUE AERO"
"9092","  18.3","  10.3"," AEROPARQUE AERO"
"8092","  20.1","   8.3"," AEROPARQUE AERO"
"7092","  16.4","  12.4"," AEROPARQUE AERO"
"6092","  13.2","   8.2"," AEROPARQUE AERO"
"5092","  11.7","   6.3"," AEROPARQUE AERO"
"4092","  13.0","   9.6"," AEROPARQUE AERO"
"3092","  12.3","   8.4"," AEROPARQUE AERO"
"2092","  18.2","  10.8"," AEROPARQUE AERO"
"1092","  18.5","  12.9"," AEROPARQUE AERO"
"31082","  18.1","  10.8"," AEROPARQUE AERO"
"30082","  20.1","  12.0"," AEROPARQUE AERO"
"29082","  15.1","  10.8"," AEROPARQUE AERO"
"28082","  14.5","   8.3"," AEROPARQUE AERO"
"27082","  13.5","   8.6"," AEROPARQUE AERO"
"26082","  16.1","   7.3"," AEROPARQUE AERO"
"25082","  16.6","  10.5"," AEROPARQUE AERO"
"24082","  16.1","  12.0"," AEROPARQUE AERO"
"23082","  15.7","  11.2"," AEROPARQUE AERO"
"22082","  17.3","  12.6"," AEROPARQUE AERO"
"21082","  16.7","   7.8"," AEROPARQUE AERO"
"20082","  12.4","   7.3"," AEROPARQUE AERO"
"19082","  14.6","   6.8"," AEROPARQUE AERO"
"18082","  17.2","  12.2"," AEROPARQUE AERO"
"17082","  18.6","  14.1"," AEROPARQUE AERO"
"16082","  25.5","  16.4"," AEROPARQUE AERO"
"15082","  21.3","  13.2"," AEROPARQUE AERO"
"14082","  24.7","   9.8"," AEROPARQUE AERO"
"13082","  16.1","   4.4"," AEROPARQUE AERO"
"12082","  13.7","   6.3"," AEROPARQUE AERO"
"11082","  17.5","  11.7"," AEROPARQUE AERO"
"10082","  17.3","  12.0"," AEROPARQUE AERO"
"9082","  15.2","  10.6"," AEROPARQUE AERO"
"8082","  14.1","   7.8"," AEROPARQUE AERO"
"7082","  17.0","   7.6"," AEROPARQUE AERO"
"6082","  21.4","  13.7"," AEROPARQUE AERO"
"5082","  15.3","  10.1"," AEROPARQUE AERO"
"4082","  18.6","   9.4"," AEROPARQUE AERO"
"3082","  17.2","   9.9"," AEROPARQUE AERO"
"2082","  30.1","  16.4"," AEROPARQUE AERO"
"1082","  24.1","  14.1"," AEROPARQUE AERO"
"31072","  18.6","  12.2"," AEROPARQUE AERO"
"30072","  18.1","  10.3"," AEROPARQUE AERO"
"29072","  16.9","  10.3"," AEROPARQUE AERO"
"28072","  13.3","   9.1"," AEROPARQUE AERO"
"27072","  13.3","   7.4"," AEROPARQUE AERO"
"26072","  16.5","  11.4"," AEROPARQUE AERO"
"25072","  14.5","   9.6"," AEROPARQUE AERO"
"24072","  13.1","   9.5"," AEROPARQUE AERO"
"23072","  18.1","  10.6"," AEROPARQUE AERO"
"22072","  26.3","  18.3"," AEROPARQUE AERO"
"21072","  20.9","  13.3"," AEROPARQUE AERO"
"20072","  15.2","   9.7"," AEROPARQUE AERO"
"19072","  12.6","   7.6"," AEROPARQUE AERO"
"18072","  10.1","   4.1"," AEROPARQUE AERO"
"17072","  11.1","   3.8"," AEROPARQUE AERO"
"16072","  12.7","   5.4"," AEROPARQUE AERO"
"15072","  14.1","   8.3"," AEROPARQUE AERO"
"14072","  10.9","   4.3"," AEROPARQUE AERO"
"13072","  12.0","   6.6"," AEROPARQUE AERO"
"12072","  11.3","   9.0"," AEROPARQUE AERO"
"11072","  13.1","   9.3"," AEROPARQUE AERO"
"10072","  15.6","  11.5"," AEROPARQUE AERO"
"9072","  15.8","  13.1"," AEROPARQUE AERO"
"8072","  13.7","  10.6"," AEROPARQUE AERO"
"7072","  14.6","   9.9"," AEROPARQUE AERO"
"6072","  18.1","  12.3"," AEROPARQUE AERO"
"5072","  19.3","  14.8"," AEROPARQUE AERO"
"4072","  21.6","  16.0"," AEROPARQUE AERO"
"3072","  18.9","  14.1"," AEROPARQUE AERO"
"2072","  17.7","  12.2"," AEROPARQUE AERO"
"1072","  14.6","  11.1"," AEROPARQUE AERO"
"30062","  14.1","   9.2"," AEROPARQUE AERO"
"29062","  13.6","   8.6"," AEROPARQUE AERO"
"28062","  17.6","   9.0"," AEROPARQUE AERO"
"27062","  17.5","  10.8"," AEROPARQUE AERO"
"26062","  19.1","  12.2"," AEROPARQUE AERO"
"25062","  15.1","  11.8"," AEROPARQUE AERO"
"24062","  16.3","  10.4"," AEROPARQUE AERO"
"23062","  13.3","   8.8"," AEROPARQUE AERO"
"22062","  15.0","   9.0"," AEROPARQUE AERO"
"21062","  14.8","  12.6"," AEROPARQUE AERO"
"20062","  14.1","   8.6"," AEROPARQUE AERO"
"19062","  14.0","   9.3"," AEROPARQUE AERO"
"18062","  12.6","   4.2"," AEROPARQUE AERO"
"17062","  13.4","   7.7"," AEROPARQUE AERO"
"16062","  15.9","  10.3"," AEROPARQUE AERO"
"15062","  13.9","   7.3"," AEROPARQUE AERO"
"14062","  13.5","   5.1"," AEROPARQUE AERO"
"13062","  14.6","   5.6"," AEROPARQUE AERO"
"12062","  13.9","   4.6"," AEROPARQUE AERO"
"11062","  11.3","   5.3"," AEROPARQUE AERO"
"10062","  13.5","   9.3"," AEROPARQUE AERO"
"9062","  21.9","  13.0"," AEROPARQUE AERO"
"8062","  24.1","  16.3"," AEROPARQUE AERO"
"7062","  20.1","  16.1"," AEROPARQUE AERO"
"6062","  19.5","  11.8"," AEROPARQUE AERO"
"5062","  16.8","   8.0"," AEROPARQUE AERO"
"4062","  19.7","  14.0"," AEROPARQUE AERO"
"3062","  21.1","  15.1"," AEROPARQUE AERO"
"2062","  21.8","  17.2"," AEROPARQUE AERO"
"1062","  19.9","  14.8"," AEROPARQUE AERO"
"31052","  18.4","  13.5"," AEROPARQUE AERO"
"30052","  16.1","  10.6"," AEROPARQUE AERO"
"29052","  14.5","   9.2"," AEROPARQUE AERO"
"28052","  13.6","   7.0"," AEROPARQUE AERO"
"27052","  17.6","  11.0"," AEROPARQUE AERO"
"26052","  21.7","  16.6"," AEROPARQUE AERO"
"25052","  20.7","  18.2"," AEROPARQUE AERO"
"24052","  21.9","  18.0"," AEROPARQUE AERO"
"23052","  20.2","  16.8"," AEROPARQUE AERO"
"22052","  20.1","  16.6"," AEROPARQUE AERO"
"21052","  18.7","  14.3"," AEROPARQUE AERO"
"20052","  16.8","  10.8"," AEROPARQUE AERO"
"19052","  19.6","  13.8"," AEROPARQUE AERO"
"18052","  22.6","  15.4"," AEROPARQUE AERO"
"17052","  21.8","  16.7"," AEROPARQUE AERO"
"16052","  23.5","  17.1"," AEROPARQUE AERO"
"15052","  21.5","  16.8"," AEROPARQUE AERO"
"14052","  25.6","  14.3"," AEROPARQUE AERO"
"13052","  22.7","  13.7"," AEROPARQUE AERO"
"12052","  18.1","  12.8"," AEROPARQUE AERO"
"11052","  15.8","  10.8"," AEROPARQUE AERO"
"10052","  19.9","  12.8"," AEROPARQUE AERO"
"9052","  18.6","  11.8"," AEROPARQUE AERO"
"8052","  21.7","  11.6"," AEROPARQUE AERO"
"7052","  21.4","  15.0"," AEROPARQUE AERO"
"6052","  20.2","  16.8"," AEROPARQUE AERO"
"5052","  19.9","  16.5"," AEROPARQUE AERO"
"4052","  21.4","  14.0"," AEROPARQUE AERO"
"3052","  17.5","  13.3"," AEROPARQUE AERO"
"2052","  17.8","  11.3"," AEROPARQUE AERO"
"1052","  19.5","  11.1"," AEROPARQUE AERO"
"30042","  27.1","  14.3"," AEROPARQUE AERO"
"29042","  24.9","  18.2"," AEROPARQUE AERO"
"28042","  24.4","  16.3"," AEROPARQUE AERO"
"27042","  24.2","  16.8"," AEROPARQUE AERO"
"26042","  23.7","  16.4"," AEROPARQUE AERO"
"25042","  21.7","  17.8"," AEROPARQUE AERO"
"24042","  20.3","  16.5"," AEROPARQUE AERO"
"23042","  20.7","  15.9"," AEROPARQUE AERO"
"22042","  22.6","  15.4"," AEROPARQUE AERO"
"21042","  20.8","  14.0"," AEROPARQUE AERO"
"20042","  19.5","  10.4"," AEROPARQUE AERO"
"19042","  19.3","  11.9"," AEROPARQUE AERO"
"18042","  18.2","  10.3"," AEROPARQUE AERO"
"17042","  19.6","  13.5"," AEROPARQUE AERO"
"16042","  18.7","  14.2"," AEROPARQUE AERO"
"15042","  18.3","  14.6"," AEROPARQUE AERO"
"14042","  18.6","  10.3"," AEROPARQUE AERO"
"13042","  19.5","  10.8"," AEROPARQUE AERO"
"12042","  25.0","  16.1"," AEROPARQUE AERO"
"11042","  27.5","  19.6"," AEROPARQUE AERO"
"10042","  25.7","  18.8"," AEROPARQUE AERO"
"9042","  26.1","  19.0"," AEROPARQUE AERO"
"8042","  24.8","  17.8"," AEROPARQUE AERO"
"7042","  23.1","  19.1"," AEROPARQUE AERO"
"6042","  24.1","  19.4"," AEROPARQUE AERO"
"5042","  24.2","  19.0"," AEROPARQUE AERO"
"4042","  22.7","  16.8"," AEROPARQUE AERO"
"3042","  21.3","  15.5"," AEROPARQUE AERO"
"2042","  21.2","  16.7"," AEROPARQUE AERO"
"1042","  19.7","  11.3"," AEROPARQUE AERO"
"31032","  22.7","  16.9"," AEROPARQUE AERO"
"30032","  22.9","  14.8"," AEROPARQUE AERO"
"29032","  28.6","  19.4"," AEROPARQUE AERO"
"28032","  28.7","  21.6"," AEROPARQUE AERO"
"27032","  25.1","  18.1"," AEROPARQUE AERO"
"26032","  24.3","  14.4"," AEROPARQUE AERO"
"25032","  27.1","  19.8"," AEROPARQUE AERO"
"24032","  26.3","  21.6"," AEROPARQUE AERO"
"23032","  27.3","  21.8"," AEROPARQUE AERO"
"22032","  25.1","  20.1"," AEROPARQUE AERO"
"21032","  26.3","  21.0"," AEROPARQUE AERO"
"20032","  26.7","  18.8"," AEROPARQUE AERO"
"19032","  28.8","  22.3"," AEROPARQUE AERO"
"18032","  29.0","  23.3"," AEROPARQUE AERO"
"17032","  31.5","  25.2"," AEROPARQUE AERO"
"16032","  29.2","  25.0"," AEROPARQUE AERO"
"15032","  30.6","  24.5"," AEROPARQUE AERO"
"14032","  35.1","  27.4"," AEROPARQUE AERO"
"13032","  31.8","  26.4"," AEROPARQUE AERO"
"12032","  34.6","  27.8"," AEROPARQUE AERO"
"11032","  35.6","  26.5"," AEROPARQUE AERO"
"10032","  33.1","  25.1"," AEROPARQUE AERO"
"9032","  31.6","  24.1"," AEROPARQUE AERO"
"8032","  30.5","  24.8"," AEROPARQUE AERO"
"7032","  30.6","  22.2"," AEROPARQUE AERO"
"6032","  32.1","  25.1"," AEROPARQUE AERO"
"5032","  29.7","  23.1"," AEROPARQUE AERO"
"4032","  34.7","  23.6"," AEROPARQUE AERO"
"3032","  32.1","  23.9"," AEROPARQUE AERO"
"2032","  34.3","  23.5"," AEROPARQUE AERO"
"1032","  34.1","  23.5"," AEROPARQUE AERO"
"28022","  32.6","  22.5"," AEROPARQUE AERO"
"27022","  28.1","  20.5"," AEROPARQUE AERO"
"26022","  26.2","  18.0"," AEROPARQUE AERO"
"25022","  30.1","  20.8"," AEROPARQUE AERO"
"24022","  29.6","  22.3"," AEROPARQUE AERO"
"23022","  31.7","  22.4"," AEROPARQUE AERO"
"22022","  32.6","  21.4"," AEROPARQUE AERO"
"21022","  29.5","  20.4"," AEROPARQUE AERO"
"20022","  27.6","  18.3"," AEROPARQUE AERO"
"19022","  25.6","  15.8"," AEROPARQUE AERO"
"18022","  23.7","   9.4"," AEROPARQUE AERO"
"17022","  15.9","   8.3"," AEROPARQUE AERO"
"16022","  27.8","  14.0"," AEROPARQUE AERO"
"15022","  28.8","  20.8"," AEROPARQUE AERO"
"14022","  33.8","  22.8"," AEROPARQUE AERO"
"13022","  32.2","  23.1"," AEROPARQUE AERO"
"12022","  36.5","  27.9"," AEROPARQUE AERO"
"11022","  36.6","  27.0"," AEROPARQUE AERO"
"10022","  34.1","  25.2"," AEROPARQUE AERO"
"9022","  32.1","  22.8"," AEROPARQUE AERO"
"8022","  31.3","  25.2"," AEROPARQUE AERO"
"7022","  32.1","  23.8"," AEROPARQUE AERO"
"6022","  31.6","  22.3"," AEROPARQUE AERO"
"5022","  29.1","  19.2"," AEROPARQUE AERO"
"4022","  29.8","  18.8"," AEROPARQUE AERO"
"3022","  26.6","  19.2"," AEROPARQUE AERO"
"2022","  27.0","  22.2"," AEROPARQUE AERO"
"1022","  27.4","  23.2"," AEROPARQUE AERO"
"31012","  28.6","  23.1"," AEROPARQUE AERO"
"30012","  27.6","  21.6"," AEROPARQUE AERO"
"29012","  28.5","  23.3"," AEROPARQUE AERO"
"28012","  29.3","  21.8"," AEROPARQUE AERO"
"27012","  27.7","  20.0"," AEROPARQUE AERO"
"26012","  31.7","  24.8"," AEROPARQUE AERO"
"25012","  32.6","  20.9"," AEROPARQUE AERO"
"24012","  33.6","  23.0"," AEROPARQUE AERO"
"23012","  29.5","  22.3"," AEROPARQUE AERO"
"22012","  35.2","  22.5"," AEROPARQUE AERO"
"21012","  32.6","  21.9"," AEROPARQUE AERO"
"20012","  31.6","  21.3"," AEROPARQUE AERO"
"19012","  30.6","  23.6"," AEROPARQUE AERO"
"18012","  29.0","  22.4"," AEROPARQUE AERO"
"17012","  34.2","  25.8"," AEROPARQUE AERO"
"16012","  32.7","  24.8"," AEROPARQUE AERO"
"15012","  33.1","  23.5"," AEROPARQUE AERO"
"14012","  31.0","  20.3"," AEROPARQUE AERO"
"13012","  30.8","  21.5"," AEROPARQUE AERO"
"12012","  30.6","  18.2"," AEROPARQUE AERO"
"11012","  28.6","  23.4"," AEROPARQUE AERO"
"10012","  29.9","  22.6"," AEROPARQUE AERO"
"9012","  29.1","  22.5"," AEROPARQUE AERO"
"8012","  29.6","  22.8"," AEROPARQUE AERO"
"7012","  30.6","  22.5"," AEROPARQUE AERO"
"6012","  32.1","  23.3"," AEROPARQUE AERO"
"5012","  31.9","  20.0"," AEROPARQUE AERO"
"4012","  28.1","  18.8"," AEROPARQUE AERO"
"3012","  32.6","  19.0"," AEROPARQUE AERO"
"2012","  30.7","  16.9"," AEROPARQUE AERO"
"1012","  26.6","  19.5"," AEROPARQUE AERO"
"31122","  31.6","  22.2"," AEROPARQUE AERO"
"30122","  35.1","  21.3"," AEROPARQUE AERO"
"29122","  27.5","  18.7"," AEROPARQUE AERO"
"28122","  31.1","  20.8"," AEROPARQUE AERO"
"27122","  29.7","  19.2"," AEROPARQUE AERO"
"26122","  26.6","  16.8"," AEROPARQUE AERO"
"25122","  24.1","  13.7"," AEROPARQUE AERO"
"24122","  24.2","  17.5"," AEROPARQUE AERO"
"23122","  27.1","  21.1"," AEROPARQUE AERO"
"22122","  30.1","  21.7"," AEROPARQUE AERO"
"21122","  28.1","  20.8"," AEROPARQUE AERO"
"20122","  29.6","  21.6"," AEROPARQUE AERO"
"19122","  27.8","  20.4"," AEROPARQUE AERO"
"18122","  27.2","  19.5"," AEROPARQUE AERO"
"17122","  25.1","  17.4"," AEROPARQUE AERO"
"16122","  23.1","  17.3"," AEROPARQUE AERO"
"15122","  29.1","  18.6"," AEROPARQUE AERO"
"14122","  30.7","  20.5"," AEROPARQUE AERO"
"13122","  26.5","  16.8"," AEROPARQUE AERO"
"12122","  27.6","  18.4"," AEROPARQUE AERO"
"11122","  35.9","  23.8"," AEROPARQUE AERO"
"10122","  28.0","  21.6"," AEROPARQUE AERO"
"9122","  34.6","  22.4"," AEROPARQUE AERO"
"8122","  34.8","  21.1"," AEROPARQUE AERO"
"7122","  33.3","  25.3"," AEROPARQUE AERO"
"6122","  32.9","  23.2"," AEROPARQUE AERO"
"5122","  31.6","  23.1"," AEROPARQUE AERO"
"4122","  28.7","  18.8"," AEROPARQUE AERO"
"3122","  25.6","  18.6"," AEROPARQUE AERO"
"2122","  24.3","  15.6"," AEROPARQUE AERO"
"1122","  24.4","  17.8"," AEROPARQUE AERO"
"30112","  28.1","  23.4"," AEROPARQUE AERO"
"29112","  32.1","  22.7"," AEROPARQUE AERO"
"28112","  30.0","  22.3"," AEROPARQUE AERO"
"27112","  29.1","  21.7"," AEROPARQUE AERO"
"26112","  28.4","  20.1"," AEROPARQUE AERO"
"25112","  29.8","  17.2"," AEROPARQUE AERO"
"24112","  31.9","  18.5"," AEROPARQUE AERO"
"23112","  28.6","  14.8"," AEROPARQUE AERO"
"22112","  24.2","  13.3"," AEROPARQUE AERO"
"21112","  19.6","  14.7"," AEROPARQUE AERO"
"20112","  29.5","  17.8"," AEROPARQUE AERO"
"19112","  29.8","  22.5"," AEROPARQUE AERO"
"18112","  28.0","  21.3"," AEROPARQUE AERO"
"17112","  29.6","  21.1"," AEROPARQUE AERO"
"16112","  29.6","  19.4"," AEROPARQUE AERO"
"15112","  32.7","  16.3"," AEROPARQUE AERO"
"14112","  23.5","  15.6"," AEROPARQUE AERO"
"13112","  25.1","  18.7"," AEROPARQUE AERO"
"12112","  26.8","  20.2"," AEROPARQUE AERO"
"11112","  27.6","  18.8"," AEROPARQUE AERO"
"10112","  25.6","  17.3"," AEROPARQUE AERO"
"9112","  24.1","  16.6"," AEROPARQUE AERO"
"8112","  24.5","  15.8"," AEROPARQUE AERO"
"7112","  24.4","  16.0"," AEROPARQUE AERO"
"6112","  23.6","  16.0"," AEROPARQUE AERO"
"5112","  23.1","  15.8"," AEROPARQUE AERO"
"4112","  22.8","  14.8"," AEROPARQUE AERO"
"3112","  23.7","  16.2"," AEROPARQUE AERO"
"2112","  24.7","  11.8"," AEROPARQUE AERO"
"1112","  19.9","   9.3"," AEROPARQUE AERO"
"31102","  17.0","   7.8"," AEROPARQUE AERO"
"30102","  22.2","  11.4"," AEROPARQUE AERO"
"29102","  22.9","  14.2"," AZUL AERO"
"28102","  28.0","  13.7"," AZUL AERO"
"27102","  26.3","  13.0"," AZUL AERO"
"26102","  24.4","   9.1"," AZUL AERO"
"25102","  21.0","   3.1"," AZUL AERO"
"24102","  18.5","   8.6"," AZUL AERO"
"23102","  19.5","  11.6"," AZUL AERO"
"22102","  23.8","  13.5"," AZUL AERO"
"21102","  24.1","   9.6"," AZUL AERO"
"20102","  24.4","   7.3"," AZUL AERO"
"19102","  22.1","   8.5"," AZUL AERO"
"18102","  19.0","   0.6"," AZUL AERO"
"17102","  19.1","   2.4"," AZUL AERO"
"16102","  21.4","  11.3"," AZUL AERO"
"15102","  24.1","   7.1"," AZUL AERO"
"14102","  22.1","   5.0"," AZUL AERO"
"13102","  21.2","   1.4"," AZUL AERO"
"12102","  18.4","  -2.4"," AZUL AERO"
"11102","  16.0","   4.3"," AZUL AERO"
"10102","  22.8","  14.6"," AZUL AERO"
"9102","  28.5","   2.1"," AZUL AERO"
"8102","  27.8","   2.6"," AZUL AERO"
"7102","  21.6","   0.1"," AZUL AERO"
"6102","  20.4","   7.1"," AZUL AERO"
"5102","  22.4","   3.7"," AZUL AERO"
"4102","  17.5","   7.7"," AZUL AERO"
"3102","  15.4","   8.7"," AZUL AERO"
"2102","  20.0","   3.7"," AZUL AERO"
"1102","  20.9","  -2.0"," AZUL AERO"
"30092","  16.4","   0.1"," AZUL AERO"
"29092","  17.3","   5.6"," AZUL AERO"
"28092","  22.0","   7.9"," AZUL AERO"
"27092","  20.5","   1.1"," AZUL AERO"
"26092","  14.6","   6.9"," AZUL AERO"
"25092","  15.4","   1.6"," AZUL AERO"
"24092","  17.4","   3.7"," AZUL AERO"
"23092","  16.0","   5.5"," AZUL AERO"
"22092","  15.4","   6.7"," AZUL AERO"
"21092","  20.6","  12.1"," AZUL AERO"
"20092","  18.0","   4.1"," AZUL AERO"
"19092","  16.4","   0.3"," AZUL AERO"
"18092","  15.4","   2.5"," AZUL AERO"
"17092","  16.7","   2.1"," AZUL AERO"
"16092","  19.8","   7.1"," AZUL AERO"
"15092","  25.1","   9.3"," AZUL AERO"
"14092","  17.9","   6.1"," AZUL AERO"
"13092","  17.0","   0.2"," AZUL AERO"
"12092","  16.1","   1.7"," AZUL AERO"
"11092","  15.2","  11.4"," AZUL AERO"
"10092","  21.1","  12.0"," AZUL AERO"
"9092","  20.1","   1.7"," AZUL AERO"
"8092","  18.5","   1.0"," AZUL AERO"
"7092","  12.7","   7.1"," AZUL AERO"
"6092","  10.7","   2.1"," AZUL AERO"
"5092","  11.7","   0.6"," AZUL AERO"
"4092","  14.2","   2.6"," AZUL AERO"
"3092","  12.5","   5.0"," AZUL AERO"
"2092","  14.6","   8.1"," AZUL AERO"
"1092","  17.5","   4.9"," AZUL AERO"
"31082","  16.5","  -0.5"," AZUL AERO"
"30082","  18.5","   6.2"," AZUL AERO"
"29082","  18.6","   1.5"," AZUL AERO"
"28082","  15.3","   2.6"," AZUL AERO"
"27082","  14.8","  -4.4"," AZUL AERO"
"26082","  13.6","  -2.9"," AZUL AERO"
"25082","  14.3","  -1.9"," AZUL AERO"
"24082","  14.6","  -2.3"," AZUL AERO"
"23082","  16.2","   6.2"," AZUL AERO"
"22082","  14.2","   7.4"," AZUL AERO"
"21082","  12.1","   4.5"," AZUL AERO"
"20082","  12.2","   1.6"," AZUL AERO"
"19082","  10.0","   0.4"," AZUL AERO"
"18082","  14.5","   6.8"," AZUL AERO"
"17082","  12.7","   8.8"," AZUL AERO"
"16082","  16.8","  10.0"," AZUL AERO"
"15082","  23.5","  11.1"," AZUL AERO"
"14082","  22.4","   2.3"," AZUL AERO"
"13082","  17.1","  -3.4"," AZUL AERO"
"12082","  10.3","   0.6"," AZUL AERO"
"11082","  12.9","   5.5"," AZUL AERO"
"10082","  14.9","   7.6"," AZUL AERO"
"9082","  16.1","   3.4"," AZUL AERO"
"8082","  13.0","  -3.2"," AZUL AERO"
"7082","  11.0","  -1.1"," AZUL AERO"
"6082","  19.0","   3.4"," AZUL AERO"
"5082","  15.3","  -3.0"," AZUL AERO"
"4082","  16.5","  -0.4"," AZUL AERO"
"3082","  13.6","  -2.7"," AZUL AERO"
"2082","  18.6","   6.0"," AZUL AERO"
"1082","  25.5","  12.1"," AZUL AERO"
"31072","  18.5","   2.5"," AZUL AERO"
"30072","  17.2","   5.7"," AZUL AERO"
"29072","  18.2","   6.1"," AZUL AERO"
"28072","  12.1","   3.6"," AZUL AERO"
"27072","   7.5","   0.5"," AZUL AERO"
"26072","  14.2","   5.8"," AZUL AERO"
"25072","  11.9","   0.3"," AZUL AERO"
"24072","   9.1","   4.4"," AZUL AERO"
"23072","  10.4","   3.5"," AZUL AERO"
"22072","  13.2","   9.1"," AZUL AERO"
"21072","  17.9","   9.3"," AZUL AERO"
"20072","  14.9","   1.9"," AZUL AERO"
"19072","  11.1","   0.3"," AZUL AERO"
"18072","   9.6","  -6.4"," AZUL AERO"
"17072","   9.0","  -0.4"," AZUL AERO"
"16072","  10.6","   1.6"," AZUL AERO"
"15072","  12.4","   4.8"," AZUL AERO"
"14072","   8.4","  -3.9"," AZUL AERO"
"13072","   9.6","  -0.4"," AZUL AERO"
"12072","   7.5","   4.2"," AZUL AERO"
"11072","   8.6","  -0.4"," AZUL AERO"
"10072","  13.7","   1.7"," AZUL AERO"
"9072","  11.9","   8.1"," AZUL AERO"
"8072","  11.8","   4.1"," AZUL AERO"
"7072","  11.7","   1.5"," AZUL AERO"
"6072","  15.4","   5.7"," AZUL AERO"
"5072","  14.0","   5.2"," AZUL AERO"
"4072","  16.5","  13.2"," AZUL AERO"
"3072","  15.4","  11.9"," AZUL AERO"
"2072","  14.3","   4.4"," AZUL AERO"
"1072","  16.0","  -0.6"," AZUL AERO"
"30062","  13.9","  -1.6"," AZUL AERO"
"29062","  11.5","  -1.3"," AZUL AERO"
"28062","  12.4","   3.1"," AZUL AERO"
"27062","  15.2","   4.6"," AZUL AERO"
"26062","  18.2","   3.3"," AZUL AERO"
"25062","  16.5","   6.3"," AZUL AERO"
"24062","  13.4","   8.1"," AZUL AERO"
"23062","  11.7","   7.3"," AZUL AERO"
"22062","  11.3","  -0.5"," AZUL AERO"
"21062","  15.2","   3.5"," AZUL AERO"
"20062","  13.6","   5.7"," AZUL AERO"
"19062","  10.4","   1.2"," AZUL AERO"
"18062","  11.0","  -5.9"," AZUL AERO"
"17062","  10.3","   1.6"," AZUL AERO"
"16062","  13.8","  -3.9"," AZUL AERO"
"15062","  13.5","  -4.3"," AZUL AERO"
"14062","  12.8","   0.1"," AZUL AERO"
"13062","  12.8","  -3.9"," AZUL AERO"
"12062","  11.8","  -1.9"," AZUL AERO"
"11062","   9.4","  -0.7"," AZUL AERO"
"10062","  11.5","   3.7"," AZUL AERO"
"9062","  18.9","   7.0"," AZUL AERO"
"8062","  20.0","   5.6"," AZUL AERO"
"7062","  16.5","   3.5"," AZUL AERO"
"6062","  17.0","   6.9"," AZUL AERO"
"5062","  14.2","  -2.5"," AZUL AERO"
"4062","  14.2","   4.6"," AZUL AERO"
"3062","  17.0","   5.1"," AZUL AERO"
"2062","  20.8","   9.6"," AZUL AERO"
"1062","  19.7","   2.3"," AZUL AERO"
"31052","  18.9","   6.9"," AZUL AERO"
"30052","  14.0","   7.7"," AZUL AERO"
"29052","  14.0","  -0.8"," AZUL AERO"
"28052","  11.5","  -3.2"," AZUL AERO"
